Date,Time,Temperature,Condition
2021-12-01,12:15 AM,11.0,Light Rain Shower
2021-12-01,12:20 AM,11.0,Light Rain Shower
2021-12-01,12:32 AM,10.0,Mostly Cloudy
2021-12-01,12:50 AM,9.0,Mostly Cloudy
2021-12-01,1:20 AM,10.0,Mostly Cloudy
2021-12-01,1:50 AM,10.0,Partly Cloudy
2021-12-01,2:20 AM,10.0,Partly Cloudy
2021-12-01,2:50 AM,10.0,Partly Cloudy
2021-12-01,3:20 AM,9.0,Partly Cloudy
2021-12-01,3:50 AM,9.0,Partly Cloudy
2021-12-01,4:20 AM,8.0,Partly Cloudy
2021-12-01,4:50 AM,7.0,Partly Cloudy
2021-12-01,5:20 AM,6.0,Fair
2021-12-01,5:50 AM,8.0,Fair
2021-12-01,6:20 AM,8.0,Fair
2021-12-01,6:50 AM,8.0,Fair
2021-12-01,7:20 AM,4.0,Partly Cloudy
2021-12-01,7:50 AM,5.0,Partly Cloudy
2021-12-01,8:20 AM,4.0,Partly Cloudy
2021-12-01,8:50 AM,4.0,Partly Cloudy
2021-12-01,9:20 AM,6.0,Partly Cloudy
2021-12-01,9:50 AM,8.0,Partly Cloudy
2021-12-01,10:20 AM,9.0,Partly Cloudy
2021-12-01,10:50 AM,11.0,Partly Cloudy
2021-12-01,11:20 AM,12.0,Partly Cloudy
2021-12-01,11:50 AM,11.0,Partly Cloudy
2021-12-01,12:20 PM,13.0,Partly Cloudy
2021-12-01,12:50 PM,13.0,Partly Cloudy
2021-12-01,1:20 PM,13.0,Partly Cloudy
2021-12-01,1:50 PM,13.0,Partly Cloudy
2021-12-01,2:20 PM,13.0,Partly Cloudy
2021-12-01,2:50 PM,13.0,Partly Cloudy
2021-12-01,3:20 PM,13.0,Partly Cloudy
2021-12-01,3:50 PM,13.0,Partly Cloudy
2021-12-01,4:20 PM,13.0,Fair
2021-12-01,4:50 PM,12.0,Fair
2021-12-01,5:20 PM,12.0,Fair
2021-12-01,5:50 PM,10.0,Fair
2021-12-01,6:20 PM,9.0,Fair
2021-12-01,6:50 PM,9.0,Fair
2021-12-01,7:20 PM,8.0,Fair
2021-12-01,7:50 PM,6.0,Fair
2021-12-01,8:20 PM,7.0,Fair
2021-12-01,8:50 PM,6.0,Fair
2021-12-01,9:20 PM,6.0,Fair
2021-12-01,9:50 PM,4.0,Fair
2021-12-01,10:20 PM,4.0,Fair
2021-12-01,10:50 PM,5.0,Fair
2021-12-01,11:20 PM,4.0,Fair
2021-12-01,11:50 PM,4.0,Fair
2021-12-02,12:20 AM,4.0,Fair
2021-12-02,12:50 AM,4.0,Fair
2021-12-02,1:20 AM,3.0,Fair
2021-12-02,1:50 AM,3.0,Fair
2021-12-02,2:20 AM,4.0,Fair
2021-12-02,2:50 AM,3.0,Fair
2021-12-02,3:20 AM,3.0,Fair
2021-12-02,3:50 AM,3.0,Fair
2021-12-02,4:20 AM,3.0,Fair
2021-12-02,4:50 AM,3.0,Fair
2021-12-02,5:20 AM,3.0,Fair
2021-12-02,5:50 AM,2.0,Fair
2021-12-02,6:20 AM,2.0,Fair
2021-12-02,6:50 AM,2.0,Fair
2021-12-02,7:20 AM,2.0,Fair
2021-12-02,7:50 AM,1.0,Fair
2021-12-02,8:20 AM,1.0,Fair
2021-12-02,8:50 AM,1.0,Fair
2021-12-02,9:20 AM,4.0,Fair
2021-12-02,9:50 AM,6.0,Fair
2021-12-02,10:20 AM,7.0,Fair
2021-12-02,10:50 AM,8.0,Fair
2021-12-02,11:20 AM,9.0,Fair
2021-12-02,11:50 AM,10.0,Fair
2021-12-02,12:20 PM,11.0,Fair
2021-12-02,12:50 PM,13.0,Fair
2021-12-02,1:20 PM,13.0,Fair
2021-12-02,1:50 PM,13.0,Fair
2021-12-02,2:20 PM,14.0,Fair
2021-12-02,2:50 PM,14.0,Partly Cloudy
2021-12-02,3:20 PM,14.0,Partly Cloudy
2021-12-02,3:50 PM,14.0,Partly Cloudy
2021-12-02,4:20 PM,14.0,Partly Cloudy
2021-12-02,4:50 PM,14.0,Partly Cloudy
2021-12-02,5:20 PM,14.0,Partly Cloudy
2021-12-02,5:50 PM,14.0,Partly Cloudy
2021-12-02,6:20 PM,12.0,Partly Cloudy
2021-12-02,6:50 PM,12.0,Partly Cloudy
2021-12-02,7:20 PM,12.0,Partly Cloudy
2021-12-02,7:50 PM,12.0,Partly Cloudy
2021-12-02,7:55 PM,12.0,Light Rain Shower
2021-12-02,8:20 PM,11.0,Light Rain Shower
2021-12-02,8:50 PM,11.0,Light Rain Shower
2021-12-02,9:20 PM,11.0,Light Rain Shower
2021-12-02,9:30 PM,11.0,Rain Shower
2021-12-02,9:42 PM,11.0,Light Rain Shower
2021-12-02,9:50 PM,11.0,Light Rain Shower
2021-12-02,10:08 PM,12.0,Rain Shower
2021-12-02,10:16 PM,12.0,Heavy Rain Shower
2021-12-02,10:20 PM,12.0,Rain Shower
2021-12-02,10:31 PM,12.0,Light Rain Shower
2021-12-02,10:50 PM,12.0,Light Rain Shower
2021-12-02,11:07 PM,12.0,Rain Shower
2021-12-02,11:20 PM,12.0,Light Rain Shower
2021-12-02,11:50 PM,12.0,Light Rain Shower
2021-12-03,12:20 AM,12.0,Light Rain Shower
2021-12-03,12:50 AM,12.0,Mostly Cloudy
2021-12-03,1:20 AM,12.0,Light Rain Shower
2021-12-03,1:50 AM,12.0,Light Rain Shower
2021-12-03,2:20 AM,12.0,Mostly Cloudy
2021-12-03,2:50 AM,12.0,Mostly Cloudy
2021-12-03,3:20 AM,12.0,Mostly Cloudy
2021-12-03,3:50 AM,11.0,Mostly Cloudy
2021-12-03,4:20 AM,11.0,Mostly Cloudy
2021-12-03,4:50 AM,11.0,Mostly Cloudy
2021-12-03,5:20 AM,11.0,Mostly Cloudy
2021-12-03,5:26 AM,12.0,Light Rain Shower
2021-12-03,5:50 AM,12.0,Light Rain Shower
2021-12-03,6:20 AM,12.0,Mostly Cloudy
2021-12-03,6:50 AM,12.0,Mostly Cloudy
2021-12-03,7:01 AM,12.0,Light Rain Shower
2021-12-03,7:12 AM,12.0,Rain Shower
2021-12-03,7:20 AM,12.0,Light Rain Shower
2021-12-03,7:50 AM,12.0,Mostly Cloudy
2021-12-03,8:20 AM,12.0,Light Rain Shower
2021-12-03,8:50 AM,12.0,Light Rain Shower
2021-12-03,9:20 AM,12.0,Light Rain Shower
2021-12-03,9:50 AM,12.0,Light Rain Shower
2021-12-03,10:20 AM,12.0,Mostly Cloudy
2021-12-03,10:50 AM,13.0,Mostly Cloudy
2021-12-03,11:20 AM,14.0,Mostly Cloudy
2021-12-03,11:41 AM,14.0,Light Rain Shower
2021-12-03,11:50 AM,14.0,Light Rain Shower
2021-12-03,12:20 PM,16.0,Mostly Cloudy
2021-12-03,12:50 PM,17.0,Mostly Cloudy
2021-12-03,1:20 PM,17.0,Mostly Cloudy
2021-12-03,1:50 PM,18.0,Mostly Cloudy
2021-12-03,2:20 PM,17.0,Mostly Cloudy
2021-12-03,2:25 PM,17.0,Light Rain Shower
2021-12-03,2:50 PM,17.0,Light Rain Shower
2021-12-03,3:20 PM,16.0,Light Rain Shower
2021-12-03,3:50 PM,15.0,Light Rain Shower
2021-12-03,4:08 PM,14.0,Rain Shower
2021-12-03,4:20 PM,14.0,Light Rain Shower
2021-12-03,4:50 PM,14.0,Light Rain Shower
2021-12-03,5:20 PM,15.0,Light Rain Shower
2021-12-03,5:50 PM,14.0,Light Rain Shower
2021-12-03,6:20 PM,14.0,Light Rain Shower
2021-12-03,6:50 PM,14.0,Light Rain Shower
2021-12-03,7:20 PM,14.0,Light Rain Shower
2021-12-03,7:50 PM,14.0,Light Rain Shower
2021-12-03,8:08 PM,14.0,Rain Shower
2021-12-03,8:20 PM,13.0,Light Rain Shower
2021-12-03,8:50 PM,13.0,Light Rain Shower
2021-12-03,9:20 PM,13.0,Light Rain Shower
2021-12-03,9:50 PM,13.0,Light Rain Shower
2021-12-03,10:20 PM,13.0,Light Rain Shower
2021-12-03,10:50 PM,13.0,Light Rain Shower
2021-12-03,11:20 PM,13.0,Light Rain Shower
2021-12-03,11:50 PM,13.0,Light Rain Shower
2021-12-04,12:20 AM,13.0,Light Rain Shower
2021-12-04,12:50 AM,13.0,Light Rain Shower
2021-12-04,1:20 AM,13.0,Light Rain Shower
2021-12-04,1:50 AM,13.0,Light Rain with Thunder
2021-12-04,2:20 AM,13.0,Light Rain Shower
2021-12-04,2:50 AM,13.0,Light Rain Shower
2021-12-04,3:20 AM,14.0,Light Rain Shower
2021-12-04,3:50 AM,13.0,Light Rain Shower
2021-12-04,4:03 AM,13.0,Light Rain Shower
2021-12-04,4:20 AM,13.0,Light Rain Shower
2021-12-04,4:50 AM,14.0,Light Rain Shower
2021-12-04,5:20 AM,14.0,Light Rain Shower
2021-12-04,5:50 AM,14.0,Light Rain Shower
2021-12-04,5:59 AM,14.0,Rain Shower
2021-12-04,6:20 AM,14.0,Rain Shower
2021-12-04,6:37 AM,14.0,Light Rain Shower
2021-12-04,6:50 AM,14.0,Light Rain Shower
2021-12-04,7:20 AM,14.0,Light Rain Shower
2021-12-04,7:50 AM,15.0,Light Rain Shower
2021-12-04,8:20 AM,15.0,Light Rain Shower
2021-12-04,8:50 AM,15.0,Mostly Cloudy
2021-12-04,9:09 AM,14.0,Light Rain Shower
2021-12-04,9:20 AM,14.0,Light Rain Shower
2021-12-04,9:50 AM,14.0,Light Rain Shower
2021-12-04,10:20 AM,14.0,Light Rain Shower
2021-12-04,10:50 AM,15.0,Light Rain Shower
2021-12-04,11:20 AM,15.0,Light Rain Shower
2021-12-04,11:50 AM,14.0,Light Rain Shower
2021-12-04,12:20 PM,14.0,Light Rain Shower
2021-12-04,12:50 PM,13.0,Rain Shower
2021-12-04,1:20 PM,13.0,Rain Shower
2021-12-04,1:50 PM,13.0,Rain Shower
2021-12-04,2:20 PM,13.0,Rain Shower
2021-12-04,2:50 PM,13.0,Light Rain Shower
2021-12-04,3:20 PM,13.0,Light Rain Shower
2021-12-04,3:50 PM,13.0,Light Rain Shower
2021-12-04,4:04 PM,13.0,Rain Shower
2021-12-04,4:20 PM,13.0,T-Storm
2021-12-04,4:50 PM,13.0,T-Storm
2021-12-04,5:20 PM,13.0,Rain Shower
2021-12-04,5:50 PM,13.0,Light Rain Shower
2021-12-04,6:20 PM,12.0,Light Rain Shower
2021-12-04,6:50 PM,12.0,Rain Shower
2021-12-04,7:20 PM,12.0,Light Rain Shower
2021-12-04,7:50 PM,12.0,Light Rain Shower
2021-12-04,8:20 PM,11.0,Light Rain Shower
2021-12-04,8:50 PM,11.0,Light Rain Shower
2021-12-04,9:06 PM,11.0,Rain Shower
2021-12-04,9:20 PM,11.0,Rain Shower
2021-12-04,9:50 PM,11.0,Light Rain Shower
2021-12-04,10:20 PM,11.0,Light Rain Shower
2021-12-04,10:50 PM,11.0,Mostly Cloudy
2021-12-04,11:20 PM,11.0,Mostly Cloudy
2021-12-04,11:50 PM,11.0,Mostly Cloudy
2021-12-05,12:01 AM,11.0,Light Rain Shower
2021-12-05,12:20 AM,11.0,Light Rain Shower
2021-12-05,12:50 AM,11.0,Light Rain Shower
2021-12-05,1:20 AM,11.0,Mostly Cloudy
2021-12-05,1:50 AM,11.0,Mostly Cloudy
2021-12-05,2:20 AM,11.0,Mostly Cloudy
2021-12-05,2:50 AM,11.0,Mostly Cloudy
2021-12-05,3:20 AM,11.0,Mostly Cloudy
2021-12-05,3:50 AM,11.0,Mostly Cloudy
2021-12-05,4:20 AM,11.0,Mostly Cloudy
2021-12-05,4:50 AM,11.0,Mostly Cloudy
2021-12-05,5:20 AM,11.0,Mostly Cloudy
2021-12-05,5:50 AM,11.0,Mostly Cloudy
2021-12-05,6:20 AM,11.0,Mostly Cloudy
2021-12-05,6:50 AM,11.0,Mostly Cloudy
2021-12-05,7:20 AM,11.0,Mostly Cloudy
2021-12-05,7:50 AM,10.0,Mostly Cloudy
2021-12-05,8:20 AM,10.0,Partly Cloudy
2021-12-05,8:50 AM,10.0,Partly Cloudy
2021-12-05,9:20 AM,10.0,Partly Cloudy
2021-12-05,9:50 AM,11.0,Partly Cloudy
2021-12-05,10:20 AM,13.0,Partly Cloudy
2021-12-05,10:50 AM,14.0,Partly Cloudy
2021-12-05,11:20 AM,15.0,Fair
2021-12-05,11:50 AM,16.0,Fair
2021-12-05,12:20 PM,16.0,Fair
2021-12-05,12:50 PM,17.0,Fair
2021-12-05,1:20 PM,17.0,Fair
2021-12-05,1:50 PM,17.0,Fair
2021-12-05,2:20 PM,18.0,Fair
2021-12-05,2:50 PM,18.0,Fair
2021-12-05,3:20 PM,18.0,Fair
2021-12-05,3:50 PM,18.0,Fair
2021-12-05,4:20 PM,17.0,Fair
2021-12-05,4:50 PM,17.0,Partly Cloudy
2021-12-05,5:20 PM,16.0,Partly Cloudy
2021-12-05,5:50 PM,16.0,Partly Cloudy
2021-12-05,6:20 PM,15.0,Partly Cloudy
2021-12-05,6:50 PM,15.0,Partly Cloudy
2021-12-05,7:20 PM,14.0,Partly Cloudy
2021-12-05,7:50 PM,13.0,Partly Cloudy
2021-12-05,8:20 PM,12.0,Partly Cloudy
2021-12-05,8:50 PM,12.0,Partly Cloudy
2021-12-05,9:20 PM,11.0,Partly Cloudy
2021-12-05,9:50 PM,11.0,Partly Cloudy
2021-12-05,10:20 PM,11.0,Partly Cloudy
2021-12-05,10:50 PM,10.0,Partly Cloudy
2021-12-05,11:20 PM,11.0,Partly Cloudy
2021-12-05,11:50 PM,11.0,Partly Cloudy
2021-12-06,12:20 AM,13.0,Mostly Cloudy
2021-12-06,12:50 AM,12.0,Mostly Cloudy
2021-12-06,1:20 AM,12.0,Mostly Cloudy
2021-12-06,1:50 AM,12.0,Mostly Cloudy
2021-12-06,2:20 AM,13.0,Mostly Cloudy
2021-12-06,2:50 AM,12.0,Mostly Cloudy
2021-12-06,3:20 AM,12.0,Mostly Cloudy
2021-12-06,3:50 AM,12.0,Mostly Cloudy
2021-12-06,4:20 AM,12.0,Mostly Cloudy
2021-12-06,4:50 AM,14.0,Mostly Cloudy
2021-12-06,5:20 AM,15.0,Mostly Cloudy
2021-12-06,5:50 AM,15.0,Mostly Cloudy
2021-12-06,6:20 AM,13.0,Mostly Cloudy
2021-12-06,6:50 AM,13.0,Mostly Cloudy
2021-12-06,7:20 AM,13.0,Partly Cloudy
2021-12-06,7:50 AM,13.0,Partly Cloudy
2021-12-06,8:20 AM,13.0,Partly Cloudy
2021-12-06,8:50 AM,13.0,Partly Cloudy
2021-12-06,9:20 AM,13.0,Partly Cloudy
2021-12-06,9:50 AM,14.0,Partly Cloudy
2021-12-06,10:20 AM,15.0,Partly Cloudy
2021-12-06,10:50 AM,17.0,Partly Cloudy
2021-12-06,11:20 AM,17.0,Partly Cloudy
2021-12-06,11:43 AM,16.0,Rain Shower
2021-12-06,11:50 AM,16.0,Light Rain Shower
2021-12-06,12:20 PM,17.0,Mostly Cloudy
2021-12-06,12:50 PM,19.0,Mostly Cloudy
2021-12-06,1:20 PM,18.0,Mostly Cloudy
2021-12-06,1:50 PM,18.0,Mostly Cloudy
2021-12-06,2:20 PM,19.0,Mostly Cloudy / Windy
2021-12-06,2:50 PM,19.0,Mostly Cloudy / Windy
2021-12-06,3:20 PM,18.0,Mostly Cloudy / Windy
2021-12-06,3:50 PM,17.0,Mostly Cloudy
2021-12-06,4:15 PM,17.0,Light Rain Shower
2021-12-06,4:20 PM,17.0,Light Rain Shower
2021-12-06,4:50 PM,16.0,Mostly Cloudy
2021-12-06,5:20 PM,16.0,Mostly Cloudy
2021-12-06,5:50 PM,17.0,Mostly Cloudy
2021-12-06,6:20 PM,17.0,Mostly Cloudy
2021-12-06,6:50 PM,17.0,Mostly Cloudy
2021-12-06,7:20 PM,17.0,Mostly Cloudy
2021-12-06,7:26 PM,16.0,Light Rain Shower
2021-12-06,7:50 PM,16.0,Light Rain Shower
2021-12-06,8:20 PM,16.0,Light Rain Shower
2021-12-06,8:50 PM,15.0,Light Rain Shower
2021-12-06,9:04 PM,14.0,Rain Shower
2021-12-06,9:20 PM,14.0,Light Rain Shower
2021-12-06,9:36 PM,14.0,Mostly Cloudy
2021-12-06,9:50 PM,14.0,Mostly Cloudy
2021-12-06,10:16 PM,14.0,Light Rain Shower
2021-12-06,10:20 PM,14.0,Light Rain Shower
2021-12-06,10:50 PM,14.0,Mostly Cloudy
2021-12-06,11:12 PM,14.0,Light Rain Shower
2021-12-06,11:20 PM,14.0,Light Rain Shower
2021-12-06,11:50 PM,14.0,Rain Shower
2021-12-07,12:09 AM,14.0,Heavy Rain Shower
2021-12-07,12:20 AM,14.0,Rain Shower
2021-12-07,12:50 AM,14.0,Rain Shower
2021-12-07,1:05 AM,14.0,Light Rain Shower
2021-12-07,1:20 AM,14.0,Mostly Cloudy
2021-12-07,1:46 AM,14.0,Light Rain Shower
2021-12-07,1:50 AM,14.0,Rain Shower
2021-12-07,2:20 AM,14.0,Light Rain Shower
2021-12-07,2:50 AM,14.0,Light Rain Shower
2021-12-07,3:20 AM,14.0,Light Rain Shower
2021-12-07,3:50 AM,13.0,Light Rain Shower
2021-12-07,3:55 AM,13.0,Heavy Rain Shower
2021-12-07,4:10 AM,13.0,Light Rain Shower
2021-12-07,4:20 AM,14.0,Light Rain Shower
2021-12-07,4:50 AM,13.0,Mostly Cloudy
2021-12-07,5:20 AM,13.0,Mostly Cloudy
2021-12-07,5:50 AM,13.0,Mostly Cloudy
2021-12-07,6:20 AM,14.0,Mostly Cloudy
2021-12-07,6:50 AM,14.0,Mostly Cloudy / Windy
2021-12-07,7:20 AM,14.0,Mostly Cloudy
2021-12-07,7:50 AM,14.0,Mostly Cloudy
2021-12-07,8:20 AM,14.0,Mostly Cloudy / Windy
2021-12-07,8:38 AM,14.0,Light Rain Shower
2021-12-07,8:50 AM,14.0,Rain Shower
2021-12-07,8:55 AM,12.0,Rain Shower
2021-12-07,9:20 AM,12.0,Light Rain Shower
2021-12-07,9:50 AM,13.0,Mostly Cloudy
2021-12-07,10:20 AM,14.0,Mostly Cloudy
2021-12-07,10:44 AM,13.0,Light Rain Shower
2021-12-07,10:50 AM,13.0,Light Rain Shower
2021-12-07,11:20 AM,14.0,Light Rain Shower
2021-12-07,11:36 AM,14.0,Rain Shower
2021-12-07,11:50 AM,12.0,T-Storm
2021-12-07,12:20 PM,11.0,Light Rain with Thunder
2021-12-07,12:50 PM,11.0,Mostly Cloudy
2021-12-07,1:20 PM,12.0,Mostly Cloudy
2021-12-07,1:50 PM,12.0,Mostly Cloudy
2021-12-07,2:20 PM,12.0,Mostly Cloudy
2021-12-07,2:50 PM,12.0,Mostly Cloudy
2021-12-07,3:20 PM,12.0,Mostly Cloudy
2021-12-07,3:29 PM,12.0,Light Rain Shower
2021-12-07,3:50 PM,10.0,Light Rain Shower
2021-12-07,4:20 PM,9.0,Rain Shower
2021-12-07,4:33 PM,10.0,Light Rain Shower
2021-12-07,4:50 PM,10.0,Light Rain Shower
2021-12-07,5:20 PM,10.0,Light Rain Shower
2021-12-07,5:33 PM,10.0,Mostly Cloudy
2021-12-07,5:50 PM,10.0,Mostly Cloudy
2021-12-07,6:20 PM,10.0,Light Rain Shower
2021-12-07,6:50 PM,10.0,Light Rain Shower
2021-12-07,7:20 PM,10.0,Mostly Cloudy
2021-12-07,7:50 PM,10.0,Mostly Cloudy
2021-12-07,8:20 PM,10.0,Mostly Cloudy
2021-12-07,8:32 PM,10.0,Light Rain with Thunder
2021-12-07,8:50 PM,10.0,Light Rain with Thunder
2021-12-07,9:20 PM,10.0,Light Rain with Thunder
2021-12-07,9:50 PM,10.0,Light Rain with Thunder
2021-12-07,10:20 PM,9.0,Light Rain with Thunder
2021-12-07,10:50 PM,10.0,Light Rain with Thunder
2021-12-07,11:20 PM,10.0,Light Rain with Thunder
2021-12-07,11:26 PM,10.0,T-Storm
2021-12-07,11:50 PM,10.0,T-Storm
2021-12-08,12:20 AM,10.0,Light Rain with Thunder
2021-12-08,12:50 AM,10.0,Light Rain with Thunder
2021-12-08,1:20 AM,9.0,Mostly Cloudy
2021-12-08,1:50 AM,9.0,Light Rain Shower
2021-12-08,2:20 AM,9.0,Light Rain Shower
2021-12-08,2:50 AM,9.0,Light Rain Shower
2021-12-08,3:20 AM,9.0,Light Rain Shower
2021-12-08,3:50 AM,9.0,Mostly Cloudy
2021-12-08,4:20 AM,9.0,Light Rain Shower
2021-12-08,4:50 AM,9.0,Light Rain Shower
2021-12-08,5:20 AM,9.0,Light Rain Shower
2021-12-08,5:50 AM,9.0,Light Rain Shower
2021-12-08,6:20 AM,9.0,Light Rain Shower
2021-12-08,6:50 AM,9.0,Light Rain Shower
2021-12-08,7:20 AM,9.0,Light Rain Shower
2021-12-08,7:50 AM,9.0,Mostly Cloudy
2021-12-08,8:20 AM,9.0,Mostly Cloudy
2021-12-08,8:50 AM,9.0,Mostly Cloudy
2021-12-08,9:20 AM,10.0,Mostly Cloudy
2021-12-08,9:50 AM,10.0,Mostly Cloudy
2021-12-08,10:20 AM,10.0,Mostly Cloudy
2021-12-08,10:50 AM,11.0,Mostly Cloudy
2021-12-08,11:20 AM,11.0,Mostly Cloudy
2021-12-08,11:50 AM,12.0,Mostly Cloudy
2021-12-08,12:20 PM,12.0,Mostly Cloudy
2021-12-08,12:50 PM,13.0,Mostly Cloudy
2021-12-08,1:20 PM,13.0,Mostly Cloudy
2021-12-08,1:50 PM,13.0,Mostly Cloudy
2021-12-08,2:20 PM,12.0,Mostly Cloudy
2021-12-08,2:50 PM,13.0,Mostly Cloudy
2021-12-08,3:20 PM,13.0,Mostly Cloudy
2021-12-08,3:50 PM,13.0,Mostly Cloudy
2021-12-08,4:20 PM,12.0,Mostly Cloudy
2021-12-08,4:50 PM,12.0,Mostly Cloudy
2021-12-08,5:20 PM,12.0,Mostly Cloudy
2021-12-08,5:50 PM,12.0,Mostly Cloudy
2021-12-08,6:20 PM,12.0,Mostly Cloudy
2021-12-08,6:50 PM,11.0,Mostly Cloudy
2021-12-08,7:20 PM,11.0,Mostly Cloudy
2021-12-08,7:50 PM,11.0,Mostly Cloudy
2021-12-08,8:20 PM,10.0,Mostly Cloudy
2021-12-08,8:50 PM,10.0,Mostly Cloudy
2021-12-08,9:20 PM,9.0,Mostly Cloudy
2021-12-08,9:50 PM,9.0,Mostly Cloudy
2021-12-08,10:20 PM,9.0,Mostly Cloudy
2021-12-08,10:50 PM,7.0,Partly Cloudy
2021-12-08,11:20 PM,6.0,Partly Cloudy
2021-12-08,11:50 PM,6.0,Partly Cloudy
2021-12-09,12:20 AM,6.0,Partly Cloudy
2021-12-09,12:50 AM,6.0,Fair
2021-12-09,1:20 AM,5.0,Fair
2021-12-09,1:50 AM,5.0,Fair
2021-12-09,2:20 AM,5.0,Fair
2021-12-09,2:50 AM,5.0,Fair
2021-12-09,3:20 AM,4.0,Fair
2021-12-09,3:50 AM,4.0,Fair
2021-12-09,4:20 AM,4.0,Fair
2021-12-09,4:50 AM,5.0,Fair
2021-12-09,5:20 AM,4.0,Fair
2021-12-09,5:50 AM,5.0,Fair
2021-12-09,6:20 AM,5.0,Fair
2021-12-09,6:50 AM,5.0,Fair
2021-12-09,7:20 AM,5.0,Fair
2021-12-09,7:50 AM,5.0,Fair
2021-12-09,8:20 AM,5.0,Fair
2021-12-09,8:50 AM,5.0,Fair
2021-12-09,9:20 AM,7.0,Fair
2021-12-09,9:50 AM,8.0,Fair
2021-12-09,10:20 AM,9.0,Fair
2021-12-09,10:50 AM,10.0,Fair
2021-12-09,11:20 AM,11.0,Fair
2021-12-09,11:50 AM,11.0,Fair
2021-12-09,12:20 PM,13.0,Partly Cloudy
2021-12-09,12:50 PM,14.0,Partly Cloudy
2021-12-09,1:20 PM,14.0,Partly Cloudy
2021-12-09,1:50 PM,15.0,Mostly Cloudy
2021-12-09,2:20 PM,15.0,Mostly Cloudy
2021-12-09,2:50 PM,15.0,Mostly Cloudy
2021-12-09,3:20 PM,16.0,Mostly Cloudy
2021-12-09,3:50 PM,16.0,Mostly Cloudy
2021-12-09,4:20 PM,16.0,Mostly Cloudy
2021-12-09,4:50 PM,15.0,Mostly Cloudy
2021-12-09,5:20 PM,14.0,Mostly Cloudy
2021-12-09,5:50 PM,14.0,Mostly Cloudy
2021-12-09,6:20 PM,14.0,Mostly Cloudy
2021-12-09,6:50 PM,14.0,Mostly Cloudy
2021-12-09,7:20 PM,14.0,Mostly Cloudy
2021-12-09,7:50 PM,14.0,Mostly Cloudy
2021-12-09,8:20 PM,13.0,Mostly Cloudy
2021-12-09,8:50 PM,13.0,Mostly Cloudy
2021-12-09,9:20 PM,13.0,Mostly Cloudy
2021-12-09,9:50 PM,13.0,Mostly Cloudy
2021-12-09,10:20 PM,12.0,Mostly Cloudy
2021-12-09,10:50 PM,13.0,Mostly Cloudy
2021-12-09,11:20 PM,12.0,Partly Cloudy
2021-12-09,11:50 PM,11.0,Partly Cloudy
2021-12-10,12:20 AM,10.0,Partly Cloudy
2021-12-10,12:50 AM,12.0,Partly Cloudy
2021-12-10,1:20 AM,11.0,Partly Cloudy
2021-12-10,1:50 AM,11.0,Partly Cloudy
2021-12-10,2:20 AM,12.0,Partly Cloudy
2021-12-10,2:50 AM,13.0,Partly Cloudy
2021-12-10,3:20 AM,14.0,Partly Cloudy
2021-12-10,3:50 AM,14.0,Partly Cloudy
2021-12-10,4:20 AM,14.0,Partly Cloudy
2021-12-10,4:50 AM,14.0,Partly Cloudy
2021-12-10,5:20 AM,14.0,Mostly Cloudy
2021-12-10,5:50 AM,14.0,Mostly Cloudy
2021-12-10,6:20 AM,13.0,Mostly Cloudy
2021-12-10,6:50 AM,13.0,Mostly Cloudy
2021-12-10,7:20 AM,13.0,Mostly Cloudy
2021-12-10,7:50 AM,14.0,Mostly Cloudy
2021-12-10,8:20 AM,13.0,Mostly Cloudy
2021-12-10,8:50 AM,14.0,Mostly Cloudy
2021-12-10,9:20 AM,14.0,Mostly Cloudy
2021-12-10,9:50 AM,16.0,Mostly Cloudy / Windy
2021-12-10,10:20 AM,15.0,Mostly Cloudy
2021-12-10,10:50 AM,15.0,Light Rain Shower
2021-12-10,11:20 AM,14.0,Light Rain Shower
2021-12-10,11:33 AM,14.0,Rain Shower
2021-12-10,11:50 AM,14.0,Rain Shower
2021-12-10,12:01 PM,13.0,Rain Shower
2021-12-10,12:12 PM,13.0,Light Rain Shower
2021-12-10,12:20 PM,14.0,Light Rain Shower
2021-12-10,12:50 PM,14.0,Light Rain Shower
2021-12-10,1:20 PM,14.0,Light Rain Shower
2021-12-10,1:50 PM,14.0,Mostly Cloudy
2021-12-10,2:05 PM,14.0,Thunder
2021-12-10,2:13 PM,14.0,Light Rain with Thunder
2021-12-10,2:20 PM,14.0,Light Rain with Thunder
2021-12-10,2:50 PM,15.0,Light Rain with Thunder
2021-12-10,3:20 PM,17.0,Mostly Cloudy / Windy
2021-12-10,3:50 PM,17.0,Mostly Cloudy / Windy
2021-12-10,4:13 PM,17.0,Light Rain with Thunder
2021-12-10,4:20 PM,17.0,Light Rain with Thunder
2021-12-10,4:50 PM,16.0,Light Rain with Thunder
2021-12-10,5:06 PM,15.0,T-Storm / Windy
2021-12-10,5:20 PM,15.0,Light Rain with Thunder
2021-12-10,5:50 PM,16.0,Light Rain with Thunder
2021-12-10,6:20 PM,16.0,Light Rain Shower / Windy
2021-12-10,6:46 PM,14.0,Light Rain with Thunder
2021-12-10,6:50 PM,13.0,Light Rain with Thunder
2021-12-10,7:20 PM,12.0,Light Rain with Thunder
2021-12-10,7:50 PM,12.0,Light Rain with Thunder
2021-12-10,8:20 PM,12.0,Light Rain Shower
2021-12-10,8:50 PM,12.0,Light Rain Shower
2021-12-10,9:20 PM,11.0,Light Rain Shower
