TARIH_DATE,GUN_TIPI,MEVSIM,CALISMA_DURUMU,AY_ADI,GUN_BILGISI,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,KAZA_SAYISI
2022-04-03,Hafta Sonu,İlkbahar,Tatil Günü,April,Sunday,2.0,15.0,9.0,12.0,5.0,13.0,4.0,15.0,11.0,8.0,10.0,12.0,13.0,5.0,7.0,13.0,11.0,4.0,14.0,12.0,3.0,5
2022-04-04,Hafta İçi,İlkbahar,İş Günü,April,Monday,5.0,2.0,15.0,9.0,12.0,5.0,13.0,4.0,15.0,11.0,8.0,10.0,12.0,13.0,5.0,7.0,13.0,11.0,4.0,14.0,12.0,11
2022-04-05,Hafta İçi,İlkbahar,İş Günü,April,Tuesday,11.0,5.0,2.0,15.0,9.0,12.0,5.0,13.0,4.0,15.0,11.0,8.0,10.0,12.0,13.0,5.0,7.0,13.0,11.0,4.0,14.0,19
2022-04-06,Hafta İçi,İlkbahar,İş Günü,April,Wednesday,19.0,11.0,5.0,2.0,15.0,9.0,12.0,5.0,13.0,4.0,15.0,11.0,8.0,10.0,12.0,13.0,5.0,7.0,13.0,11.0,4.0,8
2022-04-07,Hafta İçi,İlkbahar,İş Günü,April,Thursday,8.0,19.0,11.0,5.0,2.0,15.0,9.0,12.0,5.0,13.0,4.0,15.0,11.0,8.0,10.0,12.0,13.0,5.0,7.0,13.0,11.0,10
2022-04-08,Hafta İçi,İlkbahar,İş Günü,April,Friday,10.0,8.0,19.0,11.0,5.0,2.0,15.0,9.0,12.0,5.0,13.0,4.0,15.0,11.0,8.0,10.0,12.0,13.0,5.0,7.0,13.0,11
2022-04-09,Hafta Sonu,İlkbahar,Tatil Günü,April,Saturday,11.0,10.0,8.0,19.0,11.0,5.0,2.0,15.0,9.0,12.0,5.0,13.0,4.0,15.0,11.0,8.0,10.0,12.0,13.0,5.0,7.0,13
2022-04-10,Hafta Sonu,İlkbahar,Tatil Günü,April,Sunday,13.0,11.0,10.0,8.0,19.0,11.0,5.0,2.0,15.0,9.0,12.0,5.0,13.0,4.0,15.0,11.0,8.0,10.0,12.0,13.0,5.0,7
2022-04-11,Hafta İçi,İlkbahar,İş Günü,April,Monday,7.0,13.0,11.0,10.0,8.0,19.0,11.0,5.0,2.0,15.0,9.0,12.0,5.0,13.0,4.0,15.0,11.0,8.0,10.0,12.0,13.0,10
2022-04-12,Hafta İçi,İlkbahar,İş Günü,April,Tuesday,10.0,7.0,13.0,11.0,10.0,8.0,19.0,11.0,5.0,2.0,15.0,9.0,12.0,5.0,13.0,4.0,15.0,11.0,8.0,10.0,12.0,9
2022-04-13,Hafta İçi,İlkbahar,İş Günü,April,Wednesday,9.0,10.0,7.0,13.0,11.0,10.0,8.0,19.0,11.0,5.0,2.0,15.0,9.0,12.0,5.0,13.0,4.0,15.0,11.0,8.0,10.0,6
2022-04-14,Hafta İçi,İlkbahar,İş Günü,April,Thursday,6.0,9.0,10.0,7.0,13.0,11.0,10.0,8.0,19.0,11.0,5.0,2.0,15.0,9.0,12.0,5.0,13.0,4.0,15.0,11.0,8.0,15
2022-04-15,Hafta İçi,İlkbahar,İş Günü,April,Friday,15.0,6.0,9.0,10.0,7.0,13.0,11.0,10.0,8.0,19.0,11.0,5.0,2.0,15.0,9.0,12.0,5.0,13.0,4.0,15.0,11.0,13
2022-04-16,Hafta Sonu,İlkbahar,Tatil Günü,April,Saturday,13.0,15.0,6.0,9.0,10.0,7.0,13.0,11.0,10.0,8.0,19.0,11.0,5.0,2.0,15.0,9.0,12.0,5.0,13.0,4.0,15.0,7
2022-04-17,Hafta Sonu,İlkbahar,Tatil Günü,April,Sunday,7.0,13.0,15.0,6.0,9.0,10.0,7.0,13.0,11.0,10.0,8.0,19.0,11.0,5.0,2.0,15.0,9.0,12.0,5.0,13.0,4.0,4
2022-04-18,Hafta İçi,İlkbahar,İş Günü,April,Monday,4.0,7.0,13.0,15.0,6.0,9.0,10.0,7.0,13.0,11.0,10.0,8.0,19.0,11.0,5.0,2.0,15.0,9.0,12.0,5.0,13.0,9
2022-04-19,Hafta İçi,İlkbahar,İş Günü,April,Tuesday,9.0,4.0,7.0,13.0,15.0,6.0,9.0,10.0,7.0,13.0,11.0,10.0,8.0,19.0,11.0,5.0,2.0,15.0,9.0,12.0,5.0,4
2022-04-20,Hafta İçi,İlkbahar,İş Günü,April,Wednesday,4.0,9.0,4.0,7.0,13.0,15.0,6.0,9.0,10.0,7.0,13.0,11.0,10.0,8.0,19.0,11.0,5.0,2.0,15.0,9.0,12.0,12
2022-04-21,Hafta İçi,İlkbahar,İş Günü,April,Thursday,12.0,4.0,9.0,4.0,7.0,13.0,15.0,6.0,9.0,10.0,7.0,13.0,11.0,10.0,8.0,19.0,11.0,5.0,2.0,15.0,9.0,10
2022-04-22,Hafta İçi,İlkbahar,İş Günü,April,Friday,10.0,12.0,4.0,9.0,4.0,7.0,13.0,15.0,6.0,9.0,10.0,7.0,13.0,11.0,10.0,8.0,19.0,11.0,5.0,2.0,15.0,14
2022-04-23,Resmi Tatil,İlkbahar,Tatil Günü,April,Saturday,14.0,10.0,12.0,4.0,9.0,4.0,7.0,13.0,15.0,6.0,9.0,10.0,7.0,13.0,11.0,10.0,8.0,19.0,11.0,5.0,2.0,10
2022-04-24,Hafta Sonu,İlkbahar,Tatil Günü,April,Sunday,10.0,14.0,10.0,12.0,4.0,9.0,4.0,7.0,13.0,15.0,6.0,9.0,10.0,7.0,13.0,11.0,10.0,8.0,19.0,11.0,5.0,4
2022-04-25,Hafta İçi,İlkbahar,İş Günü,April,Monday,4.0,10.0,14.0,10.0,12.0,4.0,9.0,4.0,7.0,13.0,15.0,6.0,9.0,10.0,7.0,13.0,11.0,10.0,8.0,19.0,11.0,23
2022-04-26,Hafta İçi,İlkbahar,İş Günü,April,Tuesday,23.0,4.0,10.0,14.0,10.0,12.0,4.0,9.0,4.0,7.0,13.0,15.0,6.0,9.0,10.0,7.0,13.0,11.0,10.0,8.0,19.0,18
2022-04-27,Hafta İçi,İlkbahar,İş Günü,April,Wednesday,18.0,23.0,4.0,10.0,14.0,10.0,12.0,4.0,9.0,4.0,7.0,13.0,15.0,6.0,9.0,10.0,7.0,13.0,11.0,10.0,8.0,13
2022-04-28,Hafta İçi,İlkbahar,İş Günü,April,Thursday,13.0,18.0,23.0,4.0,10.0,14.0,10.0,12.0,4.0,9.0,4.0,7.0,13.0,15.0,6.0,9.0,10.0,7.0,13.0,11.0,10.0,15
2022-04-29,Hafta İçi,İlkbahar,İş Günü,April,Friday,15.0,13.0,18.0,23.0,4.0,10.0,14.0,10.0,12.0,4.0,9.0,4.0,7.0,13.0,15.0,6.0,9.0,10.0,7.0,13.0,11.0,22
2022-04-30,Hafta Sonu,İlkbahar,Tatil Günü,April,Saturday,22.0,15.0,13.0,18.0,23.0,4.0,10.0,14.0,10.0,12.0,4.0,9.0,4.0,7.0,13.0,15.0,6.0,9.0,10.0,7.0,13.0,3
2022-05-01,Resmi Tatil,İlkbahar,Tatil Günü,May,Sunday,3.0,22.0,15.0,13.0,18.0,23.0,4.0,10.0,14.0,10.0,12.0,4.0,9.0,4.0,7.0,13.0,15.0,6.0,9.0,10.0,7.0,1
2022-05-02,Resmi Tatil,İlkbahar,Tatil Günü,May,Monday,1.0,3.0,22.0,15.0,13.0,18.0,23.0,4.0,10.0,14.0,10.0,12.0,4.0,9.0,4.0,7.0,13.0,15.0,6.0,9.0,10.0,8
2022-05-03,Resmi Tatil,İlkbahar,Tatil Günü,May,Tuesday,8.0,1.0,3.0,22.0,15.0,13.0,18.0,23.0,4.0,10.0,14.0,10.0,12.0,4.0,9.0,4.0,7.0,13.0,15.0,6.0,9.0,8
2022-05-04,Resmi Tatil,İlkbahar,Tatil Günü,May,Wednesday,8.0,8.0,1.0,3.0,22.0,15.0,13.0,18.0,23.0,4.0,10.0,14.0,10.0,12.0,4.0,9.0,4.0,7.0,13.0,15.0,6.0,10
2022-05-05,Hafta İçi,İlkbahar,İş Günü,May,Thursday,10.0,8.0,8.0,1.0,3.0,22.0,15.0,13.0,18.0,23.0,4.0,10.0,14.0,10.0,12.0,4.0,9.0,4.0,7.0,13.0,15.0,7
2022-05-06,Hafta İçi,İlkbahar,İş Günü,May,Friday,7.0,10.0,8.0,8.0,1.0,3.0,22.0,15.0,13.0,18.0,23.0,4.0,10.0,14.0,10.0,12.0,4.0,9.0,4.0,7.0,13.0,9
2022-05-07,Hafta Sonu,İlkbahar,Tatil Günü,May,Saturday,9.0,7.0,10.0,8.0,8.0,1.0,3.0,22.0,15.0,13.0,18.0,23.0,4.0,10.0,14.0,10.0,12.0,4.0,9.0,4.0,7.0,7
2022-05-08,Hafta Sonu,İlkbahar,Tatil Günü,May,Sunday,7.0,9.0,7.0,10.0,8.0,8.0,1.0,3.0,22.0,15.0,13.0,18.0,23.0,4.0,10.0,14.0,10.0,12.0,4.0,9.0,4.0,5
2022-05-09,Hafta İçi,İlkbahar,İş Günü,May,Monday,5.0,7.0,9.0,7.0,10.0,8.0,8.0,1.0,3.0,22.0,15.0,13.0,18.0,23.0,4.0,10.0,14.0,10.0,12.0,4.0,9.0,15
2022-05-10,Hafta İçi,İlkbahar,İş Günü,May,Tuesday,15.0,5.0,7.0,9.0,7.0,10.0,8.0,8.0,1.0,3.0,22.0,15.0,13.0,18.0,23.0,4.0,10.0,14.0,10.0,12.0,4.0,6
2022-05-11,Hafta İçi,İlkbahar,İş Günü,May,Wednesday,6.0,15.0,5.0,7.0,9.0,7.0,10.0,8.0,8.0,1.0,3.0,22.0,15.0,13.0,18.0,23.0,4.0,10.0,14.0,10.0,12.0,13
2022-05-12,Hafta İçi,İlkbahar,İş Günü,May,Thursday,13.0,6.0,15.0,5.0,7.0,9.0,7.0,10.0,8.0,8.0,1.0,3.0,22.0,15.0,13.0,18.0,23.0,4.0,10.0,14.0,10.0,7
2022-05-13,Hafta İçi,İlkbahar,İş Günü,May,Friday,7.0,13.0,6.0,15.0,5.0,7.0,9.0,7.0,10.0,8.0,8.0,1.0,3.0,22.0,15.0,13.0,18.0,23.0,4.0,10.0,14.0,10
2022-05-14,Hafta Sonu,İlkbahar,Tatil Günü,May,Saturday,10.0,7.0,13.0,6.0,15.0,5.0,7.0,9.0,7.0,10.0,8.0,8.0,1.0,3.0,22.0,15.0,13.0,18.0,23.0,4.0,10.0,9
2022-05-15,Hafta Sonu,İlkbahar,Tatil Günü,May,Sunday,9.0,10.0,7.0,13.0,6.0,15.0,5.0,7.0,9.0,7.0,10.0,8.0,8.0,1.0,3.0,22.0,15.0,13.0,18.0,23.0,4.0,1
2022-05-16,Hafta İçi,İlkbahar,İş Günü,May,Monday,1.0,9.0,10.0,7.0,13.0,6.0,15.0,5.0,7.0,9.0,7.0,10.0,8.0,8.0,1.0,3.0,22.0,15.0,13.0,18.0,23.0,7
2022-05-17,Hafta İçi,İlkbahar,İş Günü,May,Tuesday,7.0,1.0,9.0,10.0,7.0,13.0,6.0,15.0,5.0,7.0,9.0,7.0,10.0,8.0,8.0,1.0,3.0,22.0,15.0,13.0,18.0,8
2022-05-18,Hafta İçi,İlkbahar,İş Günü,May,Wednesday,8.0,7.0,1.0,9.0,10.0,7.0,13.0,6.0,15.0,5.0,7.0,9.0,7.0,10.0,8.0,8.0,1.0,3.0,22.0,15.0,13.0,5
2022-05-19,Resmi Tatil,İlkbahar,Tatil Günü,May,Thursday,5.0,8.0,7.0,1.0,9.0,10.0,7.0,13.0,6.0,15.0,5.0,7.0,9.0,7.0,10.0,8.0,8.0,1.0,3.0,22.0,15.0,3
2022-05-20,Hafta İçi,İlkbahar,İş Günü,May,Friday,3.0,5.0,8.0,7.0,1.0,9.0,10.0,7.0,13.0,6.0,15.0,5.0,7.0,9.0,7.0,10.0,8.0,8.0,1.0,3.0,22.0,16
2022-05-21,Hafta Sonu,İlkbahar,Tatil Günü,May,Saturday,16.0,3.0,5.0,8.0,7.0,1.0,9.0,10.0,7.0,13.0,6.0,15.0,5.0,7.0,9.0,7.0,10.0,8.0,8.0,1.0,3.0,10
2022-05-22,Hafta Sonu,İlkbahar,Tatil Günü,May,Sunday,10.0,16.0,3.0,5.0,8.0,7.0,1.0,9.0,10.0,7.0,13.0,6.0,15.0,5.0,7.0,9.0,7.0,10.0,8.0,8.0,1.0,2
2022-05-23,Hafta İçi,İlkbahar,İş Günü,May,Monday,2.0,10.0,16.0,3.0,5.0,8.0,7.0,1.0,9.0,10.0,7.0,13.0,6.0,15.0,5.0,7.0,9.0,7.0,10.0,8.0,8.0,13
2022-05-24,Hafta İçi,İlkbahar,İş Günü,May,Tuesday,13.0,2.0,10.0,16.0,3.0,5.0,8.0,7.0,1.0,9.0,10.0,7.0,13.0,6.0,15.0,5.0,7.0,9.0,7.0,10.0,8.0,15
2022-05-25,Hafta İçi,İlkbahar,İş Günü,May,Wednesday,15.0,13.0,2.0,10.0,16.0,3.0,5.0,8.0,7.0,1.0,9.0,10.0,7.0,13.0,6.0,15.0,5.0,7.0,9.0,7.0,10.0,8
2022-05-26,Hafta İçi,İlkbahar,İş Günü,May,Thursday,8.0,15.0,13.0,2.0,10.0,16.0,3.0,5.0,8.0,7.0,1.0,9.0,10.0,7.0,13.0,6.0,15.0,5.0,7.0,9.0,7.0,13
2022-05-27,Hafta İçi,İlkbahar,İş Günü,May,Friday,13.0,8.0,15.0,13.0,2.0,10.0,16.0,3.0,5.0,8.0,7.0,1.0,9.0,10.0,7.0,13.0,6.0,15.0,5.0,7.0,9.0,11
2022-05-28,Hafta Sonu,İlkbahar,Tatil Günü,May,Saturday,11.0,13.0,8.0,15.0,13.0,2.0,10.0,16.0,3.0,5.0,8.0,7.0,1.0,9.0,10.0,7.0,13.0,6.0,15.0,5.0,7.0,8
2022-05-29,Hafta Sonu,İlkbahar,Tatil Günü,May,Sunday,8.0,11.0,13.0,8.0,15.0,13.0,2.0,10.0,16.0,3.0,5.0,8.0,7.0,1.0,9.0,10.0,7.0,13.0,6.0,15.0,5.0,5
2022-05-30,Hafta İçi,İlkbahar,İş Günü,May,Monday,5.0,8.0,11.0,13.0,8.0,15.0,13.0,2.0,10.0,16.0,3.0,5.0,8.0,7.0,1.0,9.0,10.0,7.0,13.0,6.0,15.0,13
2022-05-31,Hafta İçi,İlkbahar,İş Günü,May,Tuesday,13.0,5.0,8.0,11.0,13.0,8.0,15.0,13.0,2.0,10.0,16.0,3.0,5.0,8.0,7.0,1.0,9.0,10.0,7.0,13.0,6.0,10
2022-06-01,Hafta İçi,Yaz,İş Günü,June,Wednesday,10.0,13.0,5.0,8.0,11.0,13.0,8.0,15.0,13.0,2.0,10.0,16.0,3.0,5.0,8.0,7.0,1.0,9.0,10.0,7.0,13.0,11
2022-06-02,Hafta İçi,Yaz,İş Günü,June,Thursday,11.0,10.0,13.0,5.0,8.0,11.0,13.0,8.0,15.0,13.0,2.0,10.0,16.0,3.0,5.0,8.0,7.0,1.0,9.0,10.0,7.0,10
2022-06-03,Hafta İçi,Yaz,İş Günü,June,Friday,10.0,11.0,10.0,13.0,5.0,8.0,11.0,13.0,8.0,15.0,13.0,2.0,10.0,16.0,3.0,5.0,8.0,7.0,1.0,9.0,10.0,15
2022-06-04,Hafta Sonu,Yaz,Tatil Günü,June,Saturday,15.0,10.0,11.0,10.0,13.0,5.0,8.0,11.0,13.0,8.0,15.0,13.0,2.0,10.0,16.0,3.0,5.0,8.0,7.0,1.0,9.0,3
2022-06-05,Hafta Sonu,Yaz,Tatil Günü,June,Sunday,3.0,15.0,10.0,11.0,10.0,13.0,5.0,8.0,11.0,13.0,8.0,15.0,13.0,2.0,10.0,16.0,3.0,5.0,8.0,7.0,1.0,3
2022-06-06,Hafta İçi,Yaz,İş Günü,June,Monday,3.0,3.0,15.0,10.0,11.0,10.0,13.0,5.0,8.0,11.0,13.0,8.0,15.0,13.0,2.0,10.0,16.0,3.0,5.0,8.0,7.0,11
2022-06-07,Hafta İçi,Yaz,İş Günü,June,Tuesday,11.0,3.0,3.0,15.0,10.0,11.0,10.0,13.0,5.0,8.0,11.0,13.0,8.0,15.0,13.0,2.0,10.0,16.0,3.0,5.0,8.0,14
2022-06-08,Hafta İçi,Yaz,İş Günü,June,Wednesday,14.0,11.0,3.0,3.0,15.0,10.0,11.0,10.0,13.0,5.0,8.0,11.0,13.0,8.0,15.0,13.0,2.0,10.0,16.0,3.0,5.0,15
2022-06-09,Hafta İçi,Yaz,İş Günü,June,Thursday,15.0,14.0,11.0,3.0,3.0,15.0,10.0,11.0,10.0,13.0,5.0,8.0,11.0,13.0,8.0,15.0,13.0,2.0,10.0,16.0,3.0,10
2022-06-10,Hafta İçi,Yaz,İş Günü,June,Friday,10.0,15.0,14.0,11.0,3.0,3.0,15.0,10.0,11.0,10.0,13.0,5.0,8.0,11.0,13.0,8.0,15.0,13.0,2.0,10.0,16.0,9
2022-06-11,Hafta Sonu,Yaz,Tatil Günü,June,Saturday,9.0,10.0,15.0,14.0,11.0,3.0,3.0,15.0,10.0,11.0,10.0,13.0,5.0,8.0,11.0,13.0,8.0,15.0,13.0,2.0,10.0,8
2022-06-12,Hafta Sonu,Yaz,Tatil Günü,June,Sunday,8.0,9.0,10.0,15.0,14.0,11.0,3.0,3.0,15.0,10.0,11.0,10.0,13.0,5.0,8.0,11.0,13.0,8.0,15.0,13.0,2.0,2
2022-06-13,Hafta İçi,Yaz,İş Günü,June,Monday,2.0,8.0,9.0,10.0,15.0,14.0,11.0,3.0,3.0,15.0,10.0,11.0,10.0,13.0,5.0,8.0,11.0,13.0,8.0,15.0,13.0,9
2022-06-14,Hafta İçi,Yaz,İş Günü,June,Tuesday,9.0,2.0,8.0,9.0,10.0,15.0,14.0,11.0,3.0,3.0,15.0,10.0,11.0,10.0,13.0,5.0,8.0,11.0,13.0,8.0,15.0,5
2022-06-15,Hafta İçi,Yaz,İş Günü,June,Wednesday,5.0,9.0,2.0,8.0,9.0,10.0,15.0,14.0,11.0,3.0,3.0,15.0,10.0,11.0,10.0,13.0,5.0,8.0,11.0,13.0,8.0,7
2022-06-16,Hafta İçi,Yaz,İş Günü,June,Thursday,7.0,5.0,9.0,2.0,8.0,9.0,10.0,15.0,14.0,11.0,3.0,3.0,15.0,10.0,11.0,10.0,13.0,5.0,8.0,11.0,13.0,8
2022-06-17,Hafta İçi,Yaz,İş Günü,June,Friday,8.0,7.0,5.0,9.0,2.0,8.0,9.0,10.0,15.0,14.0,11.0,3.0,3.0,15.0,10.0,11.0,10.0,13.0,5.0,8.0,11.0,7
2022-06-18,Hafta Sonu,Yaz,Tatil Günü,June,Saturday,7.0,8.0,7.0,5.0,9.0,2.0,8.0,9.0,10.0,15.0,14.0,11.0,3.0,3.0,15.0,10.0,11.0,10.0,13.0,5.0,8.0,5
2022-06-19,Hafta Sonu,Yaz,Tatil Günü,June,Sunday,5.0,7.0,8.0,7.0,5.0,9.0,2.0,8.0,9.0,10.0,15.0,14.0,11.0,3.0,3.0,15.0,10.0,11.0,10.0,13.0,5.0,2
2022-06-20,Hafta İçi,Yaz,İş Günü,June,Monday,2.0,5.0,7.0,8.0,7.0,5.0,9.0,2.0,8.0,9.0,10.0,15.0,14.0,11.0,3.0,3.0,15.0,10.0,11.0,10.0,13.0,2
2022-06-21,Hafta İçi,Yaz,İş Günü,June,Tuesday,2.0,2.0,5.0,7.0,8.0,7.0,5.0,9.0,2.0,8.0,9.0,10.0,15.0,14.0,11.0,3.0,3.0,15.0,10.0,11.0,10.0,13
2022-06-22,Hafta İçi,Yaz,İş Günü,June,Wednesday,13.0,2.0,2.0,5.0,7.0,8.0,7.0,5.0,9.0,2.0,8.0,9.0,10.0,15.0,14.0,11.0,3.0,3.0,15.0,10.0,11.0,8
2022-06-23,Hafta İçi,Yaz,İş Günü,June,Thursday,8.0,13.0,2.0,2.0,5.0,7.0,8.0,7.0,5.0,9.0,2.0,8.0,9.0,10.0,15.0,14.0,11.0,3.0,3.0,15.0,10.0,7
2022-06-24,Hafta İçi,Yaz,İş Günü,June,Friday,7.0,8.0,13.0,2.0,2.0,5.0,7.0,8.0,7.0,5.0,9.0,2.0,8.0,9.0,10.0,15.0,14.0,11.0,3.0,3.0,15.0,8
2022-06-25,Hafta Sonu,Yaz,Tatil Günü,June,Saturday,8.0,7.0,8.0,13.0,2.0,2.0,5.0,7.0,8.0,7.0,5.0,9.0,2.0,8.0,9.0,10.0,15.0,14.0,11.0,3.0,3.0,3
2022-06-26,Hafta Sonu,Yaz,Tatil Günü,June,Sunday,3.0,8.0,7.0,8.0,13.0,2.0,2.0,5.0,7.0,8.0,7.0,5.0,9.0,2.0,8.0,9.0,10.0,15.0,14.0,11.0,3.0,5
2022-06-27,Hafta İçi,Yaz,İş Günü,June,Monday,5.0,3.0,8.0,7.0,8.0,13.0,2.0,2.0,5.0,7.0,8.0,7.0,5.0,9.0,2.0,8.0,9.0,10.0,15.0,14.0,11.0,11
2022-06-28,Hafta İçi,Yaz,İş Günü,June,Tuesday,11.0,5.0,3.0,8.0,7.0,8.0,13.0,2.0,2.0,5.0,7.0,8.0,7.0,5.0,9.0,2.0,8.0,9.0,10.0,15.0,14.0,7
2022-06-29,Hafta İçi,Yaz,İş Günü,June,Wednesday,7.0,11.0,5.0,3.0,8.0,7.0,8.0,13.0,2.0,2.0,5.0,7.0,8.0,7.0,5.0,9.0,2.0,8.0,9.0,10.0,15.0,4
2022-06-30,Hafta İçi,Yaz,İş Günü,June,Thursday,4.0,7.0,11.0,5.0,3.0,8.0,7.0,8.0,13.0,2.0,2.0,5.0,7.0,8.0,7.0,5.0,9.0,2.0,8.0,9.0,10.0,11
2022-07-01,Hafta İçi,Yaz,İş Günü,July,Friday,11.0,4.0,7.0,11.0,5.0,3.0,8.0,7.0,8.0,13.0,2.0,2.0,5.0,7.0,8.0,7.0,5.0,9.0,2.0,8.0,9.0,12
2022-07-02,Hafta Sonu,Yaz,Tatil Günü,July,Saturday,12.0,11.0,4.0,7.0,11.0,5.0,3.0,8.0,7.0,8.0,13.0,2.0,2.0,5.0,7.0,8.0,7.0,5.0,9.0,2.0,8.0,8
2022-07-03,Hafta Sonu,Yaz,Tatil Günü,July,Sunday,8.0,12.0,11.0,4.0,7.0,11.0,5.0,3.0,8.0,7.0,8.0,13.0,2.0,2.0,5.0,7.0,8.0,7.0,5.0,9.0,2.0,2
2022-07-04,Hafta İçi,Yaz,İş Günü,July,Monday,2.0,8.0,12.0,11.0,4.0,7.0,11.0,5.0,3.0,8.0,7.0,8.0,13.0,2.0,2.0,5.0,7.0,8.0,7.0,5.0,9.0,9
2022-07-05,Hafta İçi,Yaz,İş Günü,July,Tuesday,9.0,2.0,8.0,12.0,11.0,4.0,7.0,11.0,5.0,3.0,8.0,7.0,8.0,13.0,2.0,2.0,5.0,7.0,8.0,7.0,5.0,8
2022-07-06,Hafta İçi,Yaz,İş Günü,July,Wednesday,8.0,9.0,2.0,8.0,12.0,11.0,4.0,7.0,11.0,5.0,3.0,8.0,7.0,8.0,13.0,2.0,2.0,5.0,7.0,8.0,7.0,8
2022-07-07,Hafta İçi,Yaz,İş Günü,July,Thursday,8.0,8.0,9.0,2.0,8.0,12.0,11.0,4.0,7.0,11.0,5.0,3.0,8.0,7.0,8.0,13.0,2.0,2.0,5.0,7.0,8.0,13
2022-07-08,Resmi Tatil,Yaz,Tatil Günü,July,Friday,13.0,8.0,8.0,9.0,2.0,8.0,12.0,11.0,4.0,7.0,11.0,5.0,3.0,8.0,7.0,8.0,13.0,2.0,2.0,5.0,7.0,7
2022-07-09,Resmi Tatil,Yaz,Tatil Günü,July,Saturday,7.0,13.0,8.0,8.0,9.0,2.0,8.0,12.0,11.0,4.0,7.0,11.0,5.0,3.0,8.0,7.0,8.0,13.0,2.0,2.0,5.0,1
2022-07-10,Resmi Tatil,Yaz,Tatil Günü,July,Sunday,1.0,7.0,13.0,8.0,8.0,9.0,2.0,8.0,12.0,11.0,4.0,7.0,11.0,5.0,3.0,8.0,7.0,8.0,13.0,2.0,2.0,2
2022-07-11,Resmi Tatil,Yaz,Tatil Günü,July,Monday,2.0,1.0,7.0,13.0,8.0,8.0,9.0,2.0,8.0,12.0,11.0,4.0,7.0,11.0,5.0,3.0,8.0,7.0,8.0,13.0,2.0,2
2022-07-12,Resmi Tatil,Yaz,Tatil Günü,July,Tuesday,2.0,2.0,1.0,7.0,13.0,8.0,8.0,9.0,2.0,8.0,12.0,11.0,4.0,7.0,11.0,5.0,3.0,8.0,7.0,8.0,13.0,9
2022-07-13,Hafta İçi,Yaz,İş Günü,July,Wednesday,9.0,2.0,2.0,1.0,7.0,13.0,8.0,8.0,9.0,2.0,8.0,12.0,11.0,4.0,7.0,11.0,5.0,3.0,8.0,7.0,8.0,2
2022-07-15,Resmi Tatil,Yaz,Tatil Günü,July,Friday,2.0,9.0,2.0,2.0,1.0,7.0,13.0,8.0,8.0,9.0,2.0,8.0,12.0,11.0,4.0,7.0,11.0,5.0,3.0,8.0,7.0,3
2022-07-16,Hafta Sonu,Yaz,Tatil Günü,July,Saturday,3.0,2.0,9.0,2.0,2.0,1.0,7.0,13.0,8.0,8.0,9.0,2.0,8.0,12.0,11.0,4.0,7.0,11.0,5.0,3.0,8.0,2
2022-07-17,Hafta Sonu,Yaz,Tatil Günü,July,Sunday,2.0,3.0,2.0,9.0,2.0,2.0,1.0,7.0,13.0,8.0,8.0,9.0,2.0,8.0,12.0,11.0,4.0,7.0,11.0,5.0,3.0,2
2022-07-18,Hafta İçi,Yaz,İş Günü,July,Monday,2.0,2.0,3.0,2.0,9.0,2.0,2.0,1.0,7.0,13.0,8.0,8.0,9.0,2.0,8.0,12.0,11.0,4.0,7.0,11.0,5.0,12
2022-07-19,Hafta İçi,Yaz,İş Günü,July,Tuesday,12.0,2.0,2.0,3.0,2.0,9.0,2.0,2.0,1.0,7.0,13.0,8.0,8.0,9.0,2.0,8.0,12.0,11.0,4.0,7.0,11.0,12
2022-07-20,Hafta İçi,Yaz,İş Günü,July,Wednesday,12.0,12.0,2.0,2.0,3.0,2.0,9.0,2.0,2.0,1.0,7.0,13.0,8.0,8.0,9.0,2.0,8.0,12.0,11.0,4.0,7.0,10
2022-07-21,Hafta İçi,Yaz,İş Günü,July,Thursday,10.0,12.0,12.0,2.0,2.0,3.0,2.0,9.0,2.0,2.0,1.0,7.0,13.0,8.0,8.0,9.0,2.0,8.0,12.0,11.0,4.0,9
2022-07-22,Hafta İçi,Yaz,İş Günü,July,Friday,9.0,10.0,12.0,12.0,2.0,2.0,3.0,2.0,9.0,2.0,2.0,1.0,7.0,13.0,8.0,8.0,9.0,2.0,8.0,12.0,11.0,15
2022-07-23,Hafta Sonu,Yaz,Tatil Günü,July,Saturday,15.0,9.0,10.0,12.0,12.0,2.0,2.0,3.0,2.0,9.0,2.0,2.0,1.0,7.0,13.0,8.0,8.0,9.0,2.0,8.0,12.0,3
2022-07-24,Hafta Sonu,Yaz,Tatil Günü,July,Sunday,3.0,15.0,9.0,10.0,12.0,12.0,2.0,2.0,3.0,2.0,9.0,2.0,2.0,1.0,7.0,13.0,8.0,8.0,9.0,2.0,8.0,3
2022-07-25,Hafta İçi,Yaz,İş Günü,July,Monday,3.0,3.0,15.0,9.0,10.0,12.0,12.0,2.0,2.0,3.0,2.0,9.0,2.0,2.0,1.0,7.0,13.0,8.0,8.0,9.0,2.0,13
2022-07-26,Hafta İçi,Yaz,İş Günü,July,Tuesday,13.0,3.0,3.0,15.0,9.0,10.0,12.0,12.0,2.0,2.0,3.0,2.0,9.0,2.0,2.0,1.0,7.0,13.0,8.0,8.0,9.0,11
