TARIH_DATE,GUN_TIPI,MEVSIM,CALISMA_DURUMU,AY_ADI,GUN_BILGISI,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,KAZA_SAYISI
2022-07-27,Hafta İçi,Yaz,İş Günü,July,Wednesday,11.0,13.0,3.0,3.0,15.0,9.0,10.0,12.0,12.0,2.0,2.0,3.0,2.0,9.0,2.0,2.0,1.0,7.0,13.0,8.0,8.0,10
2022-07-28,Hafta İçi,Yaz,İş Günü,July,Thursday,10.0,11.0,13.0,3.0,3.0,15.0,9.0,10.0,12.0,12.0,2.0,2.0,3.0,2.0,9.0,2.0,2.0,1.0,7.0,13.0,8.0,10
2022-07-29,Hafta İçi,Yaz,İş Günü,July,Friday,10.0,10.0,11.0,13.0,3.0,3.0,15.0,9.0,10.0,12.0,12.0,2.0,2.0,3.0,2.0,9.0,2.0,2.0,1.0,7.0,13.0,3
2022-07-30,Hafta Sonu,Yaz,Tatil Günü,July,Saturday,3.0,10.0,10.0,11.0,13.0,3.0,3.0,15.0,9.0,10.0,12.0,12.0,2.0,2.0,3.0,2.0,9.0,2.0,2.0,1.0,7.0,2
2022-07-31,Hafta Sonu,Yaz,Tatil Günü,July,Sunday,2.0,3.0,10.0,10.0,11.0,13.0,3.0,3.0,15.0,9.0,10.0,12.0,12.0,2.0,2.0,3.0,2.0,9.0,2.0,2.0,1.0,2
2022-08-01,Hafta İçi,Yaz,İş Günü,August,Monday,2.0,2.0,3.0,10.0,10.0,11.0,13.0,3.0,3.0,15.0,9.0,10.0,12.0,12.0,2.0,2.0,3.0,2.0,9.0,2.0,2.0,14
2022-08-02,Hafta İçi,Yaz,İş Günü,August,Tuesday,14.0,2.0,2.0,3.0,10.0,10.0,11.0,13.0,3.0,3.0,15.0,9.0,10.0,12.0,12.0,2.0,2.0,3.0,2.0,9.0,2.0,10
2022-08-03,Hafta İçi,Yaz,İş Günü,August,Wednesday,10.0,14.0,2.0,2.0,3.0,10.0,10.0,11.0,13.0,3.0,3.0,15.0,9.0,10.0,12.0,12.0,2.0,2.0,3.0,2.0,9.0,13
2022-08-04,Hafta İçi,Yaz,İş Günü,August,Thursday,13.0,10.0,14.0,2.0,2.0,3.0,10.0,10.0,11.0,13.0,3.0,3.0,15.0,9.0,10.0,12.0,12.0,2.0,2.0,3.0,2.0,11
2022-08-05,Hafta İçi,Yaz,İş Günü,August,Friday,11.0,13.0,10.0,14.0,2.0,2.0,3.0,10.0,10.0,11.0,13.0,3.0,3.0,15.0,9.0,10.0,12.0,12.0,2.0,2.0,3.0,15
2022-08-06,Hafta Sonu,Yaz,Tatil Günü,August,Saturday,15.0,11.0,13.0,10.0,14.0,2.0,2.0,3.0,10.0,10.0,11.0,13.0,3.0,3.0,15.0,9.0,10.0,12.0,12.0,2.0,2.0,11
2022-08-07,Hafta Sonu,Yaz,Tatil Günü,August,Sunday,11.0,15.0,11.0,13.0,10.0,14.0,2.0,2.0,3.0,10.0,10.0,11.0,13.0,3.0,3.0,15.0,9.0,10.0,12.0,12.0,2.0,2
2022-08-08,Hafta İçi,Yaz,İş Günü,August,Monday,2.0,11.0,15.0,11.0,13.0,10.0,14.0,2.0,2.0,3.0,10.0,10.0,11.0,13.0,3.0,3.0,15.0,9.0,10.0,12.0,12.0,9
2022-08-09,Hafta İçi,Yaz,İş Günü,August,Tuesday,9.0,2.0,11.0,15.0,11.0,13.0,10.0,14.0,2.0,2.0,3.0,10.0,10.0,11.0,13.0,3.0,3.0,15.0,9.0,10.0,12.0,9
2022-08-10,Hafta İçi,Yaz,İş Günü,August,Wednesday,9.0,9.0,2.0,11.0,15.0,11.0,13.0,10.0,14.0,2.0,2.0,3.0,10.0,10.0,11.0,13.0,3.0,3.0,15.0,9.0,10.0,13
2022-08-11,Hafta İçi,Yaz,İş Günü,August,Thursday,13.0,9.0,9.0,2.0,11.0,15.0,11.0,13.0,10.0,14.0,2.0,2.0,3.0,10.0,10.0,11.0,13.0,3.0,3.0,15.0,9.0,11
2022-08-12,Hafta İçi,Yaz,İş Günü,August,Friday,11.0,13.0,9.0,9.0,2.0,11.0,15.0,11.0,13.0,10.0,14.0,2.0,2.0,3.0,10.0,10.0,11.0,13.0,3.0,3.0,15.0,5
2022-08-13,Hafta Sonu,Yaz,Tatil Günü,August,Saturday,5.0,11.0,13.0,9.0,9.0,2.0,11.0,15.0,11.0,13.0,10.0,14.0,2.0,2.0,3.0,10.0,10.0,11.0,13.0,3.0,3.0,5
2022-08-14,Hafta Sonu,Yaz,Tatil Günü,August,Sunday,5.0,5.0,11.0,13.0,9.0,9.0,2.0,11.0,15.0,11.0,13.0,10.0,14.0,2.0,2.0,3.0,10.0,10.0,11.0,13.0,3.0,2
2022-08-15,Hafta İçi,Yaz,İş Günü,August,Monday,2.0,5.0,5.0,11.0,13.0,9.0,9.0,2.0,11.0,15.0,11.0,13.0,10.0,14.0,2.0,2.0,3.0,10.0,10.0,11.0,13.0,6
2022-08-16,Hafta İçi,Yaz,İş Günü,August,Tuesday,6.0,2.0,5.0,5.0,11.0,13.0,9.0,9.0,2.0,11.0,15.0,11.0,13.0,10.0,14.0,2.0,2.0,3.0,10.0,10.0,11.0,7
2022-08-17,Hafta İçi,Yaz,İş Günü,August,Wednesday,7.0,6.0,2.0,5.0,5.0,11.0,13.0,9.0,9.0,2.0,11.0,15.0,11.0,13.0,10.0,14.0,2.0,2.0,3.0,10.0,10.0,8
2022-08-18,Hafta İçi,Yaz,İş Günü,August,Thursday,8.0,7.0,6.0,2.0,5.0,5.0,11.0,13.0,9.0,9.0,2.0,11.0,15.0,11.0,13.0,10.0,14.0,2.0,2.0,3.0,10.0,18
2022-08-19,Hafta İçi,Yaz,İş Günü,August,Friday,18.0,8.0,7.0,6.0,2.0,5.0,5.0,11.0,13.0,9.0,9.0,2.0,11.0,15.0,11.0,13.0,10.0,14.0,2.0,2.0,3.0,21
2022-08-20,Hafta Sonu,Yaz,Tatil Günü,August,Saturday,21.0,18.0,8.0,7.0,6.0,2.0,5.0,5.0,11.0,13.0,9.0,9.0,2.0,11.0,15.0,11.0,13.0,10.0,14.0,2.0,2.0,3
2022-08-21,Hafta Sonu,Yaz,Tatil Günü,August,Sunday,3.0,21.0,18.0,8.0,7.0,6.0,2.0,5.0,5.0,11.0,13.0,9.0,9.0,2.0,11.0,15.0,11.0,13.0,10.0,14.0,2.0,3
2022-08-22,Hafta İçi,Yaz,İş Günü,August,Monday,3.0,3.0,21.0,18.0,8.0,7.0,6.0,2.0,5.0,5.0,11.0,13.0,9.0,9.0,2.0,11.0,15.0,11.0,13.0,10.0,14.0,10
2022-08-23,Hafta İçi,Yaz,İş Günü,August,Tuesday,10.0,3.0,3.0,21.0,18.0,8.0,7.0,6.0,2.0,5.0,5.0,11.0,13.0,9.0,9.0,2.0,11.0,15.0,11.0,13.0,10.0,11
2022-08-24,Hafta İçi,Yaz,İş Günü,August,Wednesday,11.0,10.0,3.0,3.0,21.0,18.0,8.0,7.0,6.0,2.0,5.0,5.0,11.0,13.0,9.0,9.0,2.0,11.0,15.0,11.0,13.0,6
2022-08-25,Hafta İçi,Yaz,İş Günü,August,Thursday,6.0,11.0,10.0,3.0,3.0,21.0,18.0,8.0,7.0,6.0,2.0,5.0,5.0,11.0,13.0,9.0,9.0,2.0,11.0,15.0,11.0,11
2022-08-26,Hafta İçi,Yaz,İş Günü,August,Friday,11.0,6.0,11.0,10.0,3.0,3.0,21.0,18.0,8.0,7.0,6.0,2.0,5.0,5.0,11.0,13.0,9.0,9.0,2.0,11.0,15.0,10
2022-08-27,Hafta Sonu,Yaz,Tatil Günü,August,Saturday,10.0,11.0,6.0,11.0,10.0,3.0,3.0,21.0,18.0,8.0,7.0,6.0,2.0,5.0,5.0,11.0,13.0,9.0,9.0,2.0,11.0,2
2022-08-29,Hafta İçi,Yaz,İş Günü,August,Monday,2.0,10.0,11.0,6.0,11.0,10.0,3.0,3.0,21.0,18.0,8.0,7.0,6.0,2.0,5.0,5.0,11.0,13.0,9.0,9.0,2.0,7
2022-08-30,Resmi Tatil,Yaz,Tatil Günü,August,Tuesday,7.0,2.0,10.0,11.0,6.0,11.0,10.0,3.0,3.0,21.0,18.0,8.0,7.0,6.0,2.0,5.0,5.0,11.0,13.0,9.0,9.0,4
2022-08-31,Hafta İçi,Yaz,İş Günü,August,Wednesday,4.0,7.0,2.0,10.0,11.0,6.0,11.0,10.0,3.0,3.0,21.0,18.0,8.0,7.0,6.0,2.0,5.0,5.0,11.0,13.0,9.0,16
2022-09-01,Hafta İçi,Sonbahar,İş Günü,September,Thursday,16.0,4.0,7.0,2.0,10.0,11.0,6.0,11.0,10.0,3.0,3.0,21.0,18.0,8.0,7.0,6.0,2.0,5.0,5.0,11.0,13.0,10
2022-09-02,Hafta İçi,Sonbahar,İş Günü,September,Friday,10.0,16.0,4.0,7.0,2.0,10.0,11.0,6.0,11.0,10.0,3.0,3.0,21.0,18.0,8.0,7.0,6.0,2.0,5.0,5.0,11.0,10
2022-09-03,Hafta Sonu,Sonbahar,Tatil Günü,September,Saturday,10.0,10.0,16.0,4.0,7.0,2.0,10.0,11.0,6.0,11.0,10.0,3.0,3.0,21.0,18.0,8.0,7.0,6.0,2.0,5.0,5.0,4
2022-09-04,Hafta Sonu,Sonbahar,Tatil Günü,September,Sunday,4.0,10.0,10.0,16.0,4.0,7.0,2.0,10.0,11.0,6.0,11.0,10.0,3.0,3.0,21.0,18.0,8.0,7.0,6.0,2.0,5.0,7
2022-09-05,Hafta İçi,Sonbahar,İş Günü,September,Monday,7.0,4.0,10.0,10.0,16.0,4.0,7.0,2.0,10.0,11.0,6.0,11.0,10.0,3.0,3.0,21.0,18.0,8.0,7.0,6.0,2.0,9
2022-09-06,Hafta İçi,Sonbahar,İş Günü,September,Tuesday,9.0,7.0,4.0,10.0,10.0,16.0,4.0,7.0,2.0,10.0,11.0,6.0,11.0,10.0,3.0,3.0,21.0,18.0,8.0,7.0,6.0,8
2022-09-07,Hafta İçi,Sonbahar,İş Günü,September,Wednesday,8.0,9.0,7.0,4.0,10.0,10.0,16.0,4.0,7.0,2.0,10.0,11.0,6.0,11.0,10.0,3.0,3.0,21.0,18.0,8.0,7.0,9
2022-09-08,Hafta İçi,Sonbahar,İş Günü,September,Thursday,9.0,8.0,9.0,7.0,4.0,10.0,10.0,16.0,4.0,7.0,2.0,10.0,11.0,6.0,11.0,10.0,3.0,3.0,21.0,18.0,8.0,6
2022-09-09,Hafta İçi,Sonbahar,İş Günü,September,Friday,6.0,9.0,8.0,9.0,7.0,4.0,10.0,10.0,16.0,4.0,7.0,2.0,10.0,11.0,6.0,11.0,10.0,3.0,3.0,21.0,18.0,6
2022-09-10,Hafta Sonu,Sonbahar,Tatil Günü,September,Saturday,6.0,6.0,9.0,8.0,9.0,7.0,4.0,10.0,10.0,16.0,4.0,7.0,2.0,10.0,11.0,6.0,11.0,10.0,3.0,3.0,21.0,7
2022-09-11,Hafta Sonu,Sonbahar,Tatil Günü,September,Sunday,7.0,6.0,6.0,9.0,8.0,9.0,7.0,4.0,10.0,10.0,16.0,4.0,7.0,2.0,10.0,11.0,6.0,11.0,10.0,3.0,3.0,4
2022-09-12,Hafta İçi,Sonbahar,İş Günü,September,Monday,4.0,7.0,6.0,6.0,9.0,8.0,9.0,7.0,4.0,10.0,10.0,16.0,4.0,7.0,2.0,10.0,11.0,6.0,11.0,10.0,3.0,7
2022-09-13,Hafta İçi,Sonbahar,İş Günü,September,Tuesday,7.0,4.0,7.0,6.0,6.0,9.0,8.0,9.0,7.0,4.0,10.0,10.0,16.0,4.0,7.0,2.0,10.0,11.0,6.0,11.0,10.0,11
2022-09-14,Hafta İçi,Sonbahar,İş Günü,September,Wednesday,11.0,7.0,4.0,7.0,6.0,6.0,9.0,8.0,9.0,7.0,4.0,10.0,10.0,16.0,4.0,7.0,2.0,10.0,11.0,6.0,11.0,10
2022-09-15,Hafta İçi,Sonbahar,İş Günü,September,Thursday,10.0,11.0,7.0,4.0,7.0,6.0,6.0,9.0,8.0,9.0,7.0,4.0,10.0,10.0,16.0,4.0,7.0,2.0,10.0,11.0,6.0,6
2022-09-16,Hafta İçi,Sonbahar,İş Günü,September,Friday,6.0,10.0,11.0,7.0,4.0,7.0,6.0,6.0,9.0,8.0,9.0,7.0,4.0,10.0,10.0,16.0,4.0,7.0,2.0,10.0,11.0,24
2022-09-17,Hafta Sonu,Sonbahar,Tatil Günü,September,Saturday,24.0,6.0,10.0,11.0,7.0,4.0,7.0,6.0,6.0,9.0,8.0,9.0,7.0,4.0,10.0,10.0,16.0,4.0,7.0,2.0,10.0,9
2022-09-18,Hafta Sonu,Sonbahar,Tatil Günü,September,Sunday,9.0,24.0,6.0,10.0,11.0,7.0,4.0,7.0,6.0,6.0,9.0,8.0,9.0,7.0,4.0,10.0,10.0,16.0,4.0,7.0,2.0,2
2022-09-19,Hafta İçi,Sonbahar,İş Günü,September,Monday,2.0,9.0,24.0,6.0,10.0,11.0,7.0,4.0,7.0,6.0,6.0,9.0,8.0,9.0,7.0,4.0,10.0,10.0,16.0,4.0,7.0,8
2022-09-20,Hafta İçi,Sonbahar,İş Günü,September,Tuesday,8.0,2.0,9.0,24.0,6.0,10.0,11.0,7.0,4.0,7.0,6.0,6.0,9.0,8.0,9.0,7.0,4.0,10.0,10.0,16.0,4.0,11
2022-09-21,Hafta İçi,Sonbahar,İş Günü,September,Wednesday,11.0,8.0,2.0,9.0,24.0,6.0,10.0,11.0,7.0,4.0,7.0,6.0,6.0,9.0,8.0,9.0,7.0,4.0,10.0,10.0,16.0,6
2022-09-22,Hafta İçi,Sonbahar,İş Günü,September,Thursday,6.0,11.0,8.0,2.0,9.0,24.0,6.0,10.0,11.0,7.0,4.0,7.0,6.0,6.0,9.0,8.0,9.0,7.0,4.0,10.0,10.0,10
2022-09-23,Hafta İçi,Sonbahar,İş Günü,September,Friday,10.0,6.0,11.0,8.0,2.0,9.0,24.0,6.0,10.0,11.0,7.0,4.0,7.0,6.0,6.0,9.0,8.0,9.0,7.0,4.0,10.0,8
2022-09-24,Hafta Sonu,Sonbahar,Tatil Günü,September,Saturday,8.0,10.0,6.0,11.0,8.0,2.0,9.0,24.0,6.0,10.0,11.0,7.0,4.0,7.0,6.0,6.0,9.0,8.0,9.0,7.0,4.0,2
2022-09-25,Hafta Sonu,Sonbahar,Tatil Günü,September,Sunday,2.0,8.0,10.0,6.0,11.0,8.0,2.0,9.0,24.0,6.0,10.0,11.0,7.0,4.0,7.0,6.0,6.0,9.0,8.0,9.0,7.0,5
2022-09-26,Hafta İçi,Sonbahar,İş Günü,September,Monday,5.0,2.0,8.0,10.0,6.0,11.0,8.0,2.0,9.0,24.0,6.0,10.0,11.0,7.0,4.0,7.0,6.0,6.0,9.0,8.0,9.0,7
2022-09-27,Hafta İçi,Sonbahar,İş Günü,September,Tuesday,7.0,5.0,2.0,8.0,10.0,6.0,11.0,8.0,2.0,9.0,24.0,6.0,10.0,11.0,7.0,4.0,7.0,6.0,6.0,9.0,8.0,6
2022-09-28,Hafta İçi,Sonbahar,İş Günü,September,Wednesday,6.0,7.0,5.0,2.0,8.0,10.0,6.0,11.0,8.0,2.0,9.0,24.0,6.0,10.0,11.0,7.0,4.0,7.0,6.0,6.0,9.0,11
2022-09-29,Hafta İçi,Sonbahar,İş Günü,September,Thursday,11.0,6.0,7.0,5.0,2.0,8.0,10.0,6.0,11.0,8.0,2.0,9.0,24.0,6.0,10.0,11.0,7.0,4.0,7.0,6.0,6.0,9
2022-09-30,Hafta İçi,Sonbahar,İş Günü,September,Friday,9.0,11.0,6.0,7.0,5.0,2.0,8.0,10.0,6.0,11.0,8.0,2.0,9.0,24.0,6.0,10.0,11.0,7.0,4.0,7.0,6.0,6
2022-10-01,Hafta Sonu,Sonbahar,Tatil Günü,October,Saturday,6.0,9.0,11.0,6.0,7.0,5.0,2.0,8.0,10.0,6.0,11.0,8.0,2.0,9.0,24.0,6.0,10.0,11.0,7.0,4.0,7.0,11
2022-10-02,Hafta Sonu,Sonbahar,Tatil Günü,October,Sunday,11.0,6.0,9.0,11.0,6.0,7.0,5.0,2.0,8.0,10.0,6.0,11.0,8.0,2.0,9.0,24.0,6.0,10.0,11.0,7.0,4.0,1
2022-10-03,Hafta İçi,Sonbahar,İş Günü,October,Monday,1.0,11.0,6.0,9.0,11.0,6.0,7.0,5.0,2.0,8.0,10.0,6.0,11.0,8.0,2.0,9.0,24.0,6.0,10.0,11.0,7.0,10
2022-10-04,Hafta İçi,Sonbahar,İş Günü,October,Tuesday,10.0,1.0,11.0,6.0,9.0,11.0,6.0,7.0,5.0,2.0,8.0,10.0,6.0,11.0,8.0,2.0,9.0,24.0,6.0,10.0,11.0,7
2022-10-05,Hafta İçi,Sonbahar,İş Günü,October,Wednesday,7.0,10.0,1.0,11.0,6.0,9.0,11.0,6.0,7.0,5.0,2.0,8.0,10.0,6.0,11.0,8.0,2.0,9.0,24.0,6.0,10.0,3
2022-10-06,Hafta İçi,Sonbahar,İş Günü,October,Thursday,3.0,7.0,10.0,1.0,11.0,6.0,9.0,11.0,6.0,7.0,5.0,2.0,8.0,10.0,6.0,11.0,8.0,2.0,9.0,24.0,6.0,13
2022-10-07,Hafta İçi,Sonbahar,İş Günü,October,Friday,13.0,3.0,7.0,10.0,1.0,11.0,6.0,9.0,11.0,6.0,7.0,5.0,2.0,8.0,10.0,6.0,11.0,8.0,2.0,9.0,24.0,11
2022-10-08,Hafta Sonu,Sonbahar,Tatil Günü,October,Saturday,11.0,13.0,3.0,7.0,10.0,1.0,11.0,6.0,9.0,11.0,6.0,7.0,5.0,2.0,8.0,10.0,6.0,11.0,8.0,2.0,9.0,9
2022-10-09,Hafta Sonu,Sonbahar,Tatil Günü,October,Sunday,9.0,11.0,13.0,3.0,7.0,10.0,1.0,11.0,6.0,9.0,11.0,6.0,7.0,5.0,2.0,8.0,10.0,6.0,11.0,8.0,2.0,8
2022-10-10,Hafta İçi,Sonbahar,İş Günü,October,Monday,8.0,9.0,11.0,13.0,3.0,7.0,10.0,1.0,11.0,6.0,9.0,11.0,6.0,7.0,5.0,2.0,8.0,10.0,6.0,11.0,8.0,12
2022-10-11,Hafta İçi,Sonbahar,İş Günü,October,Tuesday,12.0,8.0,9.0,11.0,13.0,3.0,7.0,10.0,1.0,11.0,6.0,9.0,11.0,6.0,7.0,5.0,2.0,8.0,10.0,6.0,11.0,9
2022-10-12,Hafta İçi,Sonbahar,İş Günü,October,Wednesday,9.0,12.0,8.0,9.0,11.0,13.0,3.0,7.0,10.0,1.0,11.0,6.0,9.0,11.0,6.0,7.0,5.0,2.0,8.0,10.0,6.0,6
2022-10-13,Hafta İçi,Sonbahar,İş Günü,October,Thursday,6.0,9.0,12.0,8.0,9.0,11.0,13.0,3.0,7.0,10.0,1.0,11.0,6.0,9.0,11.0,6.0,7.0,5.0,2.0,8.0,10.0,7
2022-10-14,Hafta İçi,Sonbahar,İş Günü,October,Friday,7.0,6.0,9.0,12.0,8.0,9.0,11.0,13.0,3.0,7.0,10.0,1.0,11.0,6.0,9.0,11.0,6.0,7.0,5.0,2.0,8.0,5
2022-10-15,Hafta Sonu,Sonbahar,Tatil Günü,October,Saturday,5.0,7.0,6.0,9.0,12.0,8.0,9.0,11.0,13.0,3.0,7.0,10.0,1.0,11.0,6.0,9.0,11.0,6.0,7.0,5.0,2.0,8
2022-10-16,Hafta Sonu,Sonbahar,Tatil Günü,October,Sunday,8.0,5.0,7.0,6.0,9.0,12.0,8.0,9.0,11.0,13.0,3.0,7.0,10.0,1.0,11.0,6.0,9.0,11.0,6.0,7.0,5.0,5
2022-10-17,Hafta İçi,Sonbahar,İş Günü,October,Monday,5.0,8.0,5.0,7.0,6.0,9.0,12.0,8.0,9.0,11.0,13.0,3.0,7.0,10.0,1.0,11.0,6.0,9.0,11.0,6.0,7.0,9
2022-10-18,Hafta İçi,Sonbahar,İş Günü,October,Tuesday,9.0,5.0,8.0,5.0,7.0,6.0,9.0,12.0,8.0,9.0,11.0,13.0,3.0,7.0,10.0,1.0,11.0,6.0,9.0,11.0,6.0,4
2022-10-19,Hafta İçi,Sonbahar,İş Günü,October,Wednesday,4.0,9.0,5.0,8.0,5.0,7.0,6.0,9.0,12.0,8.0,9.0,11.0,13.0,3.0,7.0,10.0,1.0,11.0,6.0,9.0,11.0,8
2022-10-20,Hafta İçi,Sonbahar,İş Günü,October,Thursday,8.0,4.0,9.0,5.0,8.0,5.0,7.0,6.0,9.0,12.0,8.0,9.0,11.0,13.0,3.0,7.0,10.0,1.0,11.0,6.0,9.0,7
2022-10-21,Hafta İçi,Sonbahar,İş Günü,October,Friday,7.0,8.0,4.0,9.0,5.0,8.0,5.0,7.0,6.0,9.0,12.0,8.0,9.0,11.0,13.0,3.0,7.0,10.0,1.0,11.0,6.0,11
2022-10-22,Hafta Sonu,Sonbahar,Tatil Günü,October,Saturday,11.0,7.0,8.0,4.0,9.0,5.0,8.0,5.0,7.0,6.0,9.0,12.0,8.0,9.0,11.0,13.0,3.0,7.0,10.0,1.0,11.0,10
2022-10-23,Hafta Sonu,Sonbahar,Tatil Günü,October,Sunday,10.0,11.0,7.0,8.0,4.0,9.0,5.0,8.0,5.0,7.0,6.0,9.0,12.0,8.0,9.0,11.0,13.0,3.0,7.0,10.0,1.0,10
2022-10-24,Hafta İçi,Sonbahar,İş Günü,October,Monday,10.0,10.0,11.0,7.0,8.0,4.0,9.0,5.0,8.0,5.0,7.0,6.0,9.0,12.0,8.0,9.0,11.0,13.0,3.0,7.0,10.0,5
2022-10-25,Hafta İçi,Sonbahar,İş Günü,October,Tuesday,5.0,10.0,10.0,11.0,7.0,8.0,4.0,9.0,5.0,8.0,5.0,7.0,6.0,9.0,12.0,8.0,9.0,11.0,13.0,3.0,7.0,8
2022-10-26,Hafta İçi,Sonbahar,İş Günü,October,Wednesday,8.0,5.0,10.0,10.0,11.0,7.0,8.0,4.0,9.0,5.0,8.0,5.0,7.0,6.0,9.0,12.0,8.0,9.0,11.0,13.0,3.0,8
2022-10-27,Hafta İçi,Sonbahar,İş Günü,October,Thursday,8.0,8.0,5.0,10.0,10.0,11.0,7.0,8.0,4.0,9.0,5.0,8.0,5.0,7.0,6.0,9.0,12.0,8.0,9.0,11.0,13.0,7
2022-10-28,Resmi Tatil,Sonbahar,Tatil Günü,October,Friday,7.0,8.0,8.0,5.0,10.0,10.0,11.0,7.0,8.0,4.0,9.0,5.0,8.0,5.0,7.0,6.0,9.0,12.0,8.0,9.0,11.0,20
2022-10-29,Resmi Tatil,Sonbahar,Tatil Günü,October,Saturday,20.0,7.0,8.0,8.0,5.0,10.0,10.0,11.0,7.0,8.0,4.0,9.0,5.0,8.0,5.0,7.0,6.0,9.0,12.0,8.0,9.0,6
2022-10-30,Hafta Sonu,Sonbahar,Tatil Günü,October,Sunday,6.0,20.0,7.0,8.0,8.0,5.0,10.0,10.0,11.0,7.0,8.0,4.0,9.0,5.0,8.0,5.0,7.0,6.0,9.0,12.0,8.0,2
2022-10-31,Hafta İçi,Sonbahar,İş Günü,October,Monday,2.0,6.0,20.0,7.0,8.0,8.0,5.0,10.0,10.0,11.0,7.0,8.0,4.0,9.0,5.0,8.0,5.0,7.0,6.0,9.0,12.0,7
2022-11-01,Hafta İçi,Sonbahar,İş Günü,November,Tuesday,7.0,2.0,6.0,20.0,7.0,8.0,8.0,5.0,10.0,10.0,11.0,7.0,8.0,4.0,9.0,5.0,8.0,5.0,7.0,6.0,9.0,5
2022-11-02,Hafta İçi,Sonbahar,İş Günü,November,Wednesday,5.0,7.0,2.0,6.0,20.0,7.0,8.0,8.0,5.0,10.0,10.0,11.0,7.0,8.0,4.0,9.0,5.0,8.0,5.0,7.0,6.0,8
2022-11-03,Hafta İçi,Sonbahar,İş Günü,November,Thursday,8.0,5.0,7.0,2.0,6.0,20.0,7.0,8.0,8.0,5.0,10.0,10.0,11.0,7.0,8.0,4.0,9.0,5.0,8.0,5.0,7.0,6
2022-11-04,Hafta İçi,Sonbahar,İş Günü,November,Friday,6.0,8.0,5.0,7.0,2.0,6.0,20.0,7.0,8.0,8.0,5.0,10.0,10.0,11.0,7.0,8.0,4.0,9.0,5.0,8.0,5.0,12
2022-11-05,Hafta Sonu,Sonbahar,Tatil Günü,November,Saturday,12.0,6.0,8.0,5.0,7.0,2.0,6.0,20.0,7.0,8.0,8.0,5.0,10.0,10.0,11.0,7.0,8.0,4.0,9.0,5.0,8.0,10
2022-11-06,Hafta Sonu,Sonbahar,Tatil Günü,November,Sunday,10.0,12.0,6.0,8.0,5.0,7.0,2.0,6.0,20.0,7.0,8.0,8.0,5.0,10.0,10.0,11.0,7.0,8.0,4.0,9.0,5.0,9
2022-11-07,Hafta İçi,Sonbahar,İş Günü,November,Monday,9.0,10.0,12.0,6.0,8.0,5.0,7.0,2.0,6.0,20.0,7.0,8.0,8.0,5.0,10.0,10.0,11.0,7.0,8.0,4.0,9.0,5
2022-11-08,Hafta İçi,Sonbahar,İş Günü,November,Tuesday,5.0,9.0,10.0,12.0,6.0,8.0,5.0,7.0,2.0,6.0,20.0,7.0,8.0,8.0,5.0,10.0,10.0,11.0,7.0,8.0,4.0,8
2022-11-09,Hafta İçi,Sonbahar,İş Günü,November,Wednesday,8.0,5.0,9.0,10.0,12.0,6.0,8.0,5.0,7.0,2.0,6.0,20.0,7.0,8.0,8.0,5.0,10.0,10.0,11.0,7.0,8.0,6
2022-11-10,Hafta İçi,Sonbahar,İş Günü,November,Thursday,6.0,8.0,5.0,9.0,10.0,12.0,6.0,8.0,5.0,7.0,2.0,6.0,20.0,7.0,8.0,8.0,5.0,10.0,10.0,11.0,7.0,16
2022-11-11,Hafta İçi,Sonbahar,İş Günü,November,Friday,16.0,6.0,8.0,5.0,9.0,10.0,12.0,6.0,8.0,5.0,7.0,2.0,6.0,20.0,7.0,8.0,8.0,5.0,10.0,10.0,11.0,13
2022-11-12,Hafta Sonu,Sonbahar,Tatil Günü,November,Saturday,13.0,16.0,6.0,8.0,5.0,9.0,10.0,12.0,6.0,8.0,5.0,7.0,2.0,6.0,20.0,7.0,8.0,8.0,5.0,10.0,10.0,8
2022-11-13,Hafta Sonu,Sonbahar,Tatil Günü,November,Sunday,8.0,13.0,16.0,6.0,8.0,5.0,9.0,10.0,12.0,6.0,8.0,5.0,7.0,2.0,6.0,20.0,7.0,8.0,8.0,5.0,10.0,3
2022-11-14,Hafta İçi,Sonbahar,İş Günü,November,Monday,3.0,8.0,13.0,16.0,6.0,8.0,5.0,9.0,10.0,12.0,6.0,8.0,5.0,7.0,2.0,6.0,20.0,7.0,8.0,8.0,5.0,8
2022-11-15,Hafta İçi,Sonbahar,İş Günü,November,Tuesday,8.0,3.0,8.0,13.0,16.0,6.0,8.0,5.0,9.0,10.0,12.0,6.0,8.0,5.0,7.0,2.0,6.0,20.0,7.0,8.0,8.0,10
2022-11-16,Hafta İçi,Sonbahar,İş Günü,November,Wednesday,10.0,8.0,3.0,8.0,13.0,16.0,6.0,8.0,5.0,9.0,10.0,12.0,6.0,8.0,5.0,7.0,2.0,6.0,20.0,7.0,8.0,5
2022-11-17,Hafta İçi,Sonbahar,İş Günü,November,Thursday,5.0,10.0,8.0,3.0,8.0,13.0,16.0,6.0,8.0,5.0,9.0,10.0,12.0,6.0,8.0,5.0,7.0,2.0,6.0,20.0,7.0,11
2022-11-18,Hafta İçi,Sonbahar,İş Günü,November,Friday,11.0,5.0,10.0,8.0,3.0,8.0,13.0,16.0,6.0,8.0,5.0,9.0,10.0,12.0,6.0,8.0,5.0,7.0,2.0,6.0,20.0,14
